#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-05-28T14:15:52 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-05-28T14:15:52	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=I/311/hip2&-out=HIP,RArad,DErad,pmRA,pmDE,Hpmag&-out.max=15000&Hpmag=&lt;6.5&-out.form=tsv	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_1311
#Name: I/311
#Title: Hipparcos, the New Reduction (van Leeuwen, 2007)
#INFO	ivoid=ivo://cds.vizier/i/311	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/i/311	    IVOID of underlying data collection
#INFO	creator=van Leeuwen F.	    First author or institution
#INFO	cites=bibcode:2007A&A...474..653V	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2007	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/I/311	    Dataset landing page
#INFO	publication_date=2017-12-22	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	J2000_1991.250:	eq_FK5 J2000
#Table	I_311_hip2:
#Name: I/311/hip2
#Title: The Astrometric Catalogue
#Column	HIP	(I6)	Hipparcos identifier	[ucd=meta.id;meta.main]
#Column	RArad	(F12.8)	Right Ascension in ICRS, Ep=1991.25	[ucd=pos.eq.ra;meta.main]
#Column	DErad	(F12.8)	Declination in ICRS, Ep=1991.25	[ucd=pos.eq.dec;meta.main]
#Column	pmRA	(F8.2)	Proper motion in Right Ascension	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(F8.2)	Proper motion in Declination	[ucd=pos.pm;pos.eq.dec]
#Column	Hpmag	(F7.4)	Hipparcos magnitude	[ucd=phot.mag;em.opt.V]
HIP	RArad	DErad	pmRA	pmDE	Hpmag
 56633	174.17061877	-09.80225376	  -59.38	    2.55	 4.6695
 56647	174.23720763	-00.82385439	    1.76	   43.37	 4.4671
 56656	174.25334015	-61.28344655	 -228.51	    1.94	 5.3028
 56657	174.25509906	-32.98799585	  -10.33	  -76.09	 6.4166
 56675	174.31642744	-75.89654076	 -127.94	   -1.82	 5.7279
 56700	174.39187579	-47.74737728	  -67.93	   29.64	 5.6263
 56702	174.39223923	-60.90324947	  -68.20	    7.50	 6.2999
 56727	174.45211405	-67.62035356	  -83.85	   -9.87	 6.1073
 56731	174.47103256	+50.61827526	  -46.45	  -26.34	 6.3065
 56754	174.53071666	-61.82655480	  -58.96	   -2.70	 5.1374
 56756	174.54110632	+08.88377713	  -56.09	    5.11	 6.3518
 56769	174.58487469	-63.37275039	   -6.75	    1.43	 6.4663
 56770	174.58619865	+43.62551374	 -146.07	  -35.50	 5.6465
 56775	174.60037890	-02.43593799	  -37.98	   14.55	 6.3949
 56779	174.61503983	+08.13428332	   -3.89	    5.30	 5.2234
 56784	174.63472359	+33.62586242	  -15.08	  -13.69	 6.4422
 56789	174.63976270	+46.83427569	  -34.93	  -27.17	 6.1825
 56802	174.66648770	-13.20224964	   99.52	  125.99	 5.5959
 56809	174.68913197	+45.10837983	 -594.65	   15.78	 6.4144
 56862	174.87347162	-65.39774876	  -28.20	   -7.21	 5.1795
 56899	174.95977053	-16.62020839	  -19.01	   -7.28	 6.1997
 56901	174.96309753	-14.46851212	  -36.69	   -6.54	 6.2189
 56922	175.05341833	-34.74465535	  -43.24	   -1.61	 4.6774
 56944	175.11433278	+57.97037354	   -8.65	   13.50	 6.3227
 56961	175.15420987	-62.56810321	   -5.72	    0.53	 6.3581
 56970	175.17705087	-53.96854855	  -11.72	  -24.17	 6.0319
 56975	175.19627321	+21.35284162	  -61.00	  -46.24	 5.4221
 56986	175.22355281	-62.09010419	  -14.75	    1.54	 5.0972
 56996	175.25665450	-83.09996191	  -59.68	    9.50	 6.4794
 56997	175.26260504	+34.20255998	  -12.55	 -380.75	 5.4478
 57013	175.33273310	-43.09567711	  -81.83	    4.44	 5.5582
 57029	175.39375259	+31.74598340	 -351.12	   29.62	 5.8389
 57045	175.43132159	+55.17199342	  -20.15	    7.05	 6.4053
 57047	175.43313469	-32.49932239	   -6.38	  -32.66	 5.3532
 57079	175.51472359	-20.29403637	   -8.62	  -54.02	 6.3719
 57111	175.61844934	+66.74480864	  -45.05	   39.89	 5.4797
 57165	175.86333819	-37.19010216	  -19.17	  -22.70	 6.1188
 57175	175.87999932	-62.48939877	   -5.74	    1.30	 5.1530
 57211	175.97010099	-62.87824310	   13.64	  -14.80	 6.1246
 57214	175.97953108	-06.67706054	   56.07	  -41.55	 6.2154
 57240	176.05488166	+25.21830389	  -12.68	    7.19	 6.1441
 57283	176.19066278	-18.35061452	   27.79	  -24.86	 4.8760
 57322	176.30273484	-49.06986928	  -23.22	   11.75	 6.4246
 57328	176.32085357	+08.25817483	   60.08	  -24.50	 4.8964
 57363	176.40236385	-66.72884361	 -100.35	   33.49	 3.6840
 57371	176.43334847	-45.69014533	  -41.67	    5.08	 5.2447
 57380	176.46487794	+06.52981387	  -18.96	 -181.56	 4.1388
 57399	176.51305883	+47.77933685	 -138.29	   28.57	 3.8550
 57439	176.62853765	-61.17835910	  -21.87	  -16.41	 4.2658
 57443	176.63436289	-40.50133463	-1530.99	  403.67	 5.0211
 57477	176.73170234	+55.62826764	   13.14	  -31.80	 5.4251
 57497	176.77925115	-35.90679163	   40.13	  -29.09	 6.3212
 57512	176.82987122	-57.69654699	  -25.97	   19.59	 5.5273
 57562	176.97888241	+08.24586518	  -53.22	   11.47	 5.3329
 57565	176.99677663	+20.21894111	 -145.49	   -4.34	 4.6286
 57581	177.06037273	-66.81487093	   31.25	  -15.25	 4.8630
 57587	177.09812469	-10.31283941	 -105.85	 -108.81	 6.3648
 57606	177.16154409	+14.28419721	 -102.27	    3.58	 5.9509
 57607	177.16346133	-35.98690171	  -10.15	   -6.78	 6.3157
 57613	177.18793925	-26.74975369	  -34.13	  -10.36	 5.0461
 57629	177.25584257	-00.31867819	 -205.36	    2.63	 6.2613
 57632	177.26615960	+14.57233678	 -497.68	 -114.67	 2.1605
 57646	177.31152193	+16.24301300	   38.88	  -54.34	 6.1187
 57669	177.42120006	-63.78848958	  -20.76	    4.30	 4.2717
 57670	177.42416293	+34.93173927	 -117.96	    7.75	 5.8347
 57696	177.48594642	-70.22578592	   -7.66	   -0.94	 5.1325
 57732	177.58168593	-15.86370597	   -2.38	   16.75	 6.2922
 57741	177.61368703	-62.64938345	   -5.14	    1.25	 5.7611
 57757	177.67202597	+01.76537702	  740.23	 -270.43	 3.7136
 57779	177.73092865	+12.27897106	 -136.07	   26.09	 6.4408
 57791	177.75929544	-05.33333401	   -0.32	    0.54	 5.7926
 57803	177.78646515	-45.17344955	  -72.46	   -7.85	 4.6271
 57805	177.78964265	+33.37496333	   -5.16	   20.71	 6.3280
 57819	177.84183485	-12.18792165	 -239.31	   45.28	 6.4367
 57841	177.92340297	-30.83409557	  -11.53	 -292.17	 5.9745
 57851	177.96363763	-65.20589457	  -33.88	   -5.13	 4.8497
 57870	178.04330796	-56.98782697	 -107.43	   34.76	 5.5879
 57936	178.22733851	-33.90813024	  -56.56	    0.19	 4.2517
 57971	178.36194140	-35.06657232	  -79.53	  -28.64	 6.2103
 58001	178.45725512	+53.69473297	  107.68	   11.01	 2.4286
 58002	178.45959055	+00.55210696	  -41.70	    3.32	 6.3644
 58041	178.54796477	-57.41019145	  -10.21	   -3.02	 6.0753
 58082	178.67711562	-25.71406620	   47.58	   74.45	 5.4294
 58085	178.68590842	-66.37603959	   14.20	  -64.68	 6.4662
 58103	178.75009540	-63.27917899	   -8.35	    0.10	 5.9641
 58110	178.76313158	+08.44390531	  -30.46	   15.42	 5.7286
 58158	178.91720494	-28.47703677	    3.03	  -27.15	 6.0470
 58159	178.91886430	+15.64680925	    9.95	    3.42	 5.5709
 58177	178.97802120	-39.68947522	   59.98	  -16.68	 6.2961
 58181	178.99336535	+56.59856258	    8.58	   -2.29	 5.9943
 58188	179.00409833	-17.15080883	  -49.74	   -7.58	 5.1725
 58242	179.18343317	-47.07243559	 -126.93	   23.99	 6.3529
 58259	179.22197148	+61.54931909	  -29.86	  -44.54	 6.3885
 58272	179.26575456	-33.31544860	  -51.10	   -4.22	 6.1917
 58326	179.41682559	-62.44873586	  -23.75	   -4.30	 5.5171
 58379	179.56352952	-56.31731471	  -21.79	    1.17	 5.4230
 58427	179.69861993	-64.33955671	   -6.38	   -0.41	 5.6577
 58436	179.72663496	-25.90880268	  -28.65	  -22.74	 6.4355
 58445	179.76406533	+00.53060787	  -66.19	   29.76	 6.3419
 58452	179.79460669	-45.83219981	  -30.16	   -8.27	 6.3335
 58453	179.79532194	-51.69674838	  -15.88	   -5.68	 6.2090
 58460	179.82307366	+33.16702107	   -0.44	   -7.02	 6.1203
 58469	179.85677313	-62.83094984	   -5.16	    1.79	 6.4288
 58484	179.90704842	-78.22181813	  -40.34	   -8.30	 4.8769
 58510	179.98718208	+03.65521701	  -18.42	   -7.67	 5.3676
 58545	180.07851146	+80.85327732	  -65.88	  -38.07	 6.2636
 58574	180.17595176	-21.83748010	   -9.70	   -8.88	 6.4313
 58576	180.18486368	-10.44483913	  141.75	 -483.64	 5.6883
 58587	180.21320852	-19.65899850	  -16.17	    6.81	 5.2072
 58590	180.21829278	+06.61439458	    0.26	  -30.10	 4.6939
 58603	180.25729092	-01.76798646	  -19.69	  -73.87	 6.4880
 58642	180.37190079	-57.50373759	  -58.51	  -16.89	 6.1636
 58654	180.41471895	+36.04227683	  -84.29	  -77.01	 5.7563
 58684	180.52943001	+43.04546516	 -348.72	   56.53	 5.2900
 58697	180.58615162	-85.63176115	  -57.18	    1.62	 6.1869
 58720	180.65731925	-69.19227099	  -38.83	   -6.56	 5.8690
 58741	180.71533620	-07.68366219	  -33.01	   15.84	 6.3638
 58758	180.75707991	-63.31294497	 -152.35	    7.00	 4.3862
 58803	180.91381131	-42.43378739	  323.67	 -111.92	 5.2408
 58809	180.93554044	+05.55795204	 -150.96	  -83.08	 6.4968
 58858	181.06906630	+21.45916334	   35.73	   -4.64	 5.9552
 58859	181.06973551	-51.47248924	  -34.62	  -11.41	 6.4758
 58867	181.08015760	-63.16571097	  -17.63	    0.66	 4.6931
 58874	181.11887736	+85.58691079	  -55.56	   90.46	 6.3876
 58884	181.16227835	-68.32889678	  -39.14	   -5.82	 5.3470
 58901	181.18872311	-59.25324735	  -38.68	  -15.77	 6.2950
 58905	181.19443170	-76.51917474	  -77.86	   46.65	 5.1622
 58921	181.23852571	-60.96823825	  -25.48	   -5.65	 6.0290
 58948	181.30278981	+08.73284566	 -218.69	   57.76	 4.2802
 58952	181.31141104	+76.90595818	  147.68	  -91.65	 5.9523
 58989	181.41567845	+62.93329400	  -48.21	  -72.31	 6.2802
 59003	181.47344938	-65.54687520	   -5.76	   -0.77	 6.3536
 59008	181.48621167	-35.69393234	  -34.70	    2.05	 6.2109
 59046	181.58305546	-68.65140081	   -5.23	   -1.38	 6.3944
 59050	181.59619171	-65.70942714	  -50.31	  -13.91	 6.0303
 59072	181.72022042	-64.61363901	   33.88	  -37.02	 4.2219
 59151	181.95870064	-75.36706514	  -92.50	   19.47	 5.3231
 59173	182.02190151	-50.66125449	  -35.16	   -6.47	 4.4016
 59184	182.06137398	-48.69247045	  -20.11	   -6.29	 5.3382
 59196	182.08976522	-50.72240992	  -49.94	   -7.19	 2.5241
 59199	182.10313587	-24.72877985	   99.52	  -39.19	 4.0991
 59200	182.10307121	-60.84712832	   -4.28	   -0.27	 6.3277
 59229	182.22432743	-44.32588619	  -46.87	  -42.89	 5.8135
 59232	182.22749219	-41.23158458	  -11.51	   -7.76	 5.4871
 59285	182.42202239	+01.89832791	   42.59	 -180.14	 6.1173
 59291	182.44619105	+74.66136605	   -5.75	    0.89	 6.4562
 59307	182.51075379	-34.70473599	  -45.69	   -3.15	 6.1773
 59309	182.51463182	+05.80696312	 -160.35	   18.69	 5.8042
 59316	182.53135799	-22.61979213	  -71.74	   10.25	 3.1761
 59352	182.63184036	+16.80927592	  -21.35	   -0.50	 6.4264
 59353	182.64075934	-37.87026825	   47.81	  -33.61	 6.1317
 59364	182.69209519	+27.28152843	   -9.90	   -8.83	 6.0409
 59384	182.75037451	+81.70983690	  -26.18	   -2.50	 6.1167
 59394	182.76617160	-23.60237251	  -66.20	  -20.48	 5.4750
 59396	182.77186296	-61.27737997	 -115.58	  -18.24	 6.1737
 59439	182.88196178	-51.35917862	 -199.11	  -62.82	 6.3841
 59449	182.91312943	-52.36841560	  -34.92	  -16.81	 3.9086
 59458	182.93706222	+57.05444449	   10.93	  -15.89	 6.4665
 59468	182.96333773	+25.87035540	  -38.36	  -30.53	 5.7995
 59501	183.03874643	+20.54210571	  -14.76	  -17.29	 5.7594
 59504	183.04963785	+77.61619245	   11.40	   20.20	 5.2282
 59517	183.09161071	-62.95077297	   -5.07	   -0.52	 5.9994
 59551	183.19596553	-70.15178640	   -7.79	   -0.60	 6.1988
 59588	183.30403573	-34.12528725	  -36.19	    5.89	 6.1429
 59607	183.35441016	-38.92915920	  -28.30	  -11.01	 5.7185
 59608	183.35831027	+10.26236018	  -93.46	   -7.65	 5.9207
 59622	183.40332356	-33.79288133	   11.48	  -15.21	 6.3665
 59654	183.51136247	-45.72392966	  -35.35	    5.56	 5.4459
 59678	183.57055472	-64.40851875	   -5.62	    0.15	 6.2603
 59708	183.68095965	+53.43467079	  -21.13	  -17.67	 6.3434
 59728	183.74825951	-20.84423337	    0.38	    6.57	 5.9864
 59746	183.78555713	+70.20007664	  -24.53	  -27.83	 5.8826
 59747	183.78648746	-58.74890175	  -35.81	  -10.36	 2.7066
 59750	183.79391173	-10.30993945	   31.19	-1011.82	 6.2143
 59767	183.83612358	+87.69998913	  -27.67	   52.84	 6.3502
 59774	183.85603762	+57.03259770	  104.11	    7.30	 3.3353
 59785	183.87797454	-41.91283859	 -336.52	 -180.63	 6.4034
 59796	183.92295175	+72.55125753	   -9.24	  -25.01	 6.4464
 59803	183.95194935	-17.54198359	 -158.61	   21.86	 2.5477
 59819	184.00097877	+14.89914497	  -81.53	  -31.12	 5.1214
 59831	184.03140174	+40.66025842	   16.81	  -31.29	 5.7722
 59847	184.08564690	+23.94542345	  -26.55	   -6.22	 5.0956
 59851	184.09947968	-72.61445977	  -31.09	  -15.88	 6.2174
 59856	184.12572857	+33.06179811	  -53.69	 -111.22	 5.1576
 59879	184.20562666	+86.43584306	  211.69	   -9.88	 6.4269
 59895	184.26401086	-16.69374076	  -48.52	    1.50	 6.0955
 59898	184.27651739	-65.69293531	  -38.52	   -9.48	 6.0765
 59920	184.37317607	+53.19144105	   38.21	  -44.24	 5.9575
 59923	184.37748880	+28.93710331	  -33.85	   36.11	 5.7662
 59929	184.39431802	-67.96067160	 -231.04	  -26.39	 4.0506
 59941	184.43433062	+15.14480006	   33.45	  -41.79	 6.4864
 59950	184.44706180	-36.09396118	  -40.44	   -7.19	 6.1604
 60000	184.58726675	-79.31226904	  -37.97	   11.15	 4.2039
 60009	184.60955291	-64.00304554	  -33.80	  -10.15	 3.9952
 60018	184.63153619	+30.24933499	   76.12	 -117.66	 6.3066
 60030	184.66790851	-00.78714468	   33.84	  -16.50	 5.9541
 60044	184.70860521	+75.16055009	  -35.46	    4.62	 5.4903
 60059	184.74928515	-55.14297537	  -68.69	  -11.05	 5.1071
 60066	184.75847008	+26.00837128	  -11.98	   -8.78	 6.4987
 60087	184.83000371	+23.03469556	  -13.03	   -9.60	 6.3037
 60098	184.87358762	+28.15722230	 -204.21	 -125.52	 6.4915
 60122	184.95301320	+48.98413195	  -13.63	    6.18	 5.3751
 60129	184.97663092	-00.66674697	  -57.58	  -25.19	 3.8992
 60157	185.04514416	-22.17562701	 -106.27	  -29.81	 6.0961
 60168	185.07435005	+26.00182890	 -141.87	   19.27	 6.2312
 60170	185.08216718	+26.61975103	  -66.81	 -110.22	 5.6915
 60172	185.08813545	+03.31272686	 -292.95	  -63.58	 5.1251
 60183	185.11783739	-65.84263003	  -41.35	  -11.47	 6.1967
 60189	185.14046110	-22.21583390	 -108.97	  -27.31	 5.1743
 60197	185.17237634	+27.05483899	    6.73	 -117.77	 6.4105
 60202	185.17955500	+17.79265294	 -108.81	   89.44	 4.8881
 60212	185.21179297	+57.86428932	   48.05	  -70.79	 5.6708
 60221	185.23214930	-13.56574897	   -4.93	    9.86	 5.3085
 60260	185.34088014	-60.40136978	 -170.93	   91.67	 3.7319
 60305	185.48457726	+47.18225958	  -57.11	  -24.12	 6.4990
 60308	185.48932726	-56.37438364	  -10.44	   -1.07	 6.0266
 60320	185.53077730	-67.52209269	  -30.50	   -6.10	 5.2128
 60327	185.54526455	+24.77387691	  -56.71	   -4.02	 6.1967
 60329	185.55014238	-68.30719880	   -0.06	  -48.69	 5.8972
 60351	185.62632987	+25.84618188	  -11.42	   -7.92	 4.9014
 60379	185.70613502	-57.67610102	  -37.11	  -12.44	 5.3502
 60425	185.83999893	-24.84062114	  -20.03	  -19.67	 5.8305
 60449	185.89770621	-35.41265923	  -41.17	   -7.44	 5.3054
 60454	185.90316621	-39.30237193	  -21.92	    4.17	 6.4614
 60463	185.93660915	-38.91135054	  -55.78	  -13.12	 5.7779
 60467	185.94614811	+42.54270860	  -80.58	   14.04	 6.1199
 60485	186.00617642	+51.56222930	   12.64	   11.43	 4.9223
 60514	186.07724846	+26.09861326	  -28.29	    3.07	 5.1852
 60525	186.11170210	+25.58243016	   -8.29	   -9.92	 6.4683
 60584	186.26343106	+56.77785804	  -14.29	  -12.80	 5.8838
 60589	186.27659569	+63.80277470	  -15.71	    2.33	 6.4663
 60591	186.28593675	-42.51425807	 -135.25	  -22.55	 6.2357
 60595	186.29917063	-11.61051283	  -60.62	  -31.34	 5.9675
 60599	186.31280359	+23.92630204	   55.92	  -40.37	 6.1992
 60601	186.32342534	-65.76961170	  -63.17	 -100.13	 6.4537
 60603	186.32670498	-27.74899917	    1.77	   -1.29	 6.2514
 60610	186.34068287	-35.18640092	  -40.56	   -6.29	 5.6998
 60638	186.40949170	-86.15059700	   -4.78	   -6.78	 6.4915
 60646	186.46248791	+39.01869859	  -78.27	  -33.60	 5.1772
 60697	186.60030732	+27.26826270	  -14.20	  -10.32	 4.9937
 60699	186.60197201	+71.92988376	 -150.18	  -22.75	 6.4940
 60710	186.63245102	-51.45061147	  -30.66	  -10.13	 4.7661
 60718	186.64975588	-63.09905674	  -35.83	  -14.86	 0.6739
 60729	186.70296535	-48.91299827	 -642.82	  -79.65	 6.3847
 60735	186.71539260	-32.83004754	   -6.09	  -30.49	 5.5719
 60742	186.73469865	+28.26861971	  -83.95	  -81.13	 4.5164
 60746	186.74710047	+26.82572161	  -10.75	   -8.88	 4.9999
 60771	186.85352360	-63.78895991	  -14.73	  -11.07	 6.0467
 60780	186.87015705	-58.31647944	   -1.15	   14.26	 6.4653
 60781	186.87031754	-58.99176922	  -13.82	    5.92	 5.3605
 60795	186.89635733	+55.71275220	  -21.62	  -11.04	 5.7740
 60809	186.95605428	-16.63185323	  -10.02	    4.05	 6.4522
 60813	186.96499555	-04.61528266	  -87.73	    3.23	 6.3223
 60823	187.01004828	-50.23060494	  -32.36	  -12.51	 3.8436
 60851	187.08046230	-64.34096087	  -36.26	  -12.32	 6.0672
 60855	187.09369142	-39.04113788	  -28.01	  -13.76	 5.4365
 60861	187.10712446	-61.79483121	  -21.02	   -4.56	 6.3726
 60870	187.14099776	-56.40726619	 -232.82	 -226.09	 6.2996
 60904	187.22799090	+25.91288819	  -21.94	  -15.46	 5.2424
 60941	187.36272390	+24.10892080	  -18.22	    1.71	 5.5714
 60957	187.43009789	+20.89618496	   26.02	  -31.50	 5.7199
 60965	187.46659681	-16.51509405	 -210.49	 -138.74	 2.9449
 60969	187.47580883	-56.52496926	    5.64	   11.59	 5.8666
 60978	187.48916162	+58.40552655	  -64.08	   90.04	 5.4208
 60979	187.49118063	-41.73586137	    5.67	  -16.80	 6.0452
 60988	187.51293199	+51.53556963	 -293.69	   25.04	 6.3263
 60992	187.51760105	+58.76780974	   30.35	  -14.11	 6.2311
 60994	187.52054877	-13.39305279	 -262.49	  -53.77	 6.4818
 60998	187.52817148	+69.20126054	  -61.59	  -54.67	 5.0608
 61015	187.57275780	-23.69642030	  -25.27	    0.58	 5.7270
 61053	187.70882212	+53.07616525	   19.78	  182.47	 6.3276
 61071	187.75236721	+24.56718937	  -12.41	   -8.73	 5.4711
 61084	187.79137201	-57.11256917	   28.23	 -265.08	 1.6299
 61103	187.83928370	+07.60428306	  -21.32	   10.37	 6.1762
 61134	187.91142040	-05.05266659	  -32.44	   30.14	 6.3558
 61136	187.91810371	-59.42391408	  -12.84	   -3.39	 5.6217
 61158	187.98397060	-63.50589886	  -28.79	   25.30	 6.0306
 61174	188.01868665	-16.19586548	 -425.17	  -57.23	 4.3853
 61181	188.04122993	-73.00104287	   40.07	   -5.23	 6.0500
 61199	188.11712936	-72.13297568	  -51.34	   -5.40	 3.7903
 61212	188.15036094	-13.85897438	 -146.33	  -54.07	 5.8265
 61246	188.26211972	+10.29566072	  -49.87	    4.21	 6.4525
 61270	188.34278338	-19.79248608	  -29.85	  -25.50	 6.3405
 61281	188.37101045	+69.78820988	  -58.79	   10.68	 3.8414
 61295	188.39261209	+24.28300496	  -11.71	   -8.58	 6.3028
 61296	188.39278760	-12.83032849	  -17.64	   52.09	 5.7360
 61309	188.41210260	+33.24766012	   21.40	  -31.47	 5.5863
 61317	188.43788550	+41.35676763	 -704.75	  292.74	 4.3682
 61318	188.44498851	-09.45207762	  -83.46	    0.22	 5.4867
 61320	188.44754302	+33.38469507	    6.45	  -10.90	 6.4056
 61328	188.49690373	-49.90969316	 -165.07	  -47.63	 6.4790
 61359	188.59680889	-23.39662293	    1.11	  -56.56	 2.8099
 61379	188.67690215	-44.67251627	  -77.07	 -206.53	 5.9048
 61384	188.68360538	+70.02177292	  -30.44	   -1.89	 5.0822
 61394	188.71299082	+22.62918960	  -58.89	   28.31	 4.7908
 61404	188.72693182	-67.75688840	  -12.01	   -2.37	 5.8298
 61415	188.77644527	+18.37704227	  -26.65	   17.63	 6.4899
 61418	188.78234361	+18.37700201	   -0.48	   22.24	 5.1936
 61420	188.78397443	+21.88143148	   22.37	  -19.35	 6.0242
 61443	188.87410758	-61.84139787	 -271.75	  -73.53	 6.3617
 61468	188.94006074	-41.02194724	 -107.09	    0.63	 5.1872
 61496	188.99488705	-20.52735414	   32.82	  -51.24	 6.2802
 61498	189.00447528	-39.86944676	  -56.66	  -24.99	 5.7935
 61557	189.19435845	-50.33537141	  -46.12	   -9.11	 6.4127
 61558	189.19737805	-05.83185120	  -28.18	  -20.22	 5.9056
 61571	189.24314212	+17.08957846	  -36.17	  -17.72	 5.8343
 61585	189.29618221	-69.13553368	  -40.20	  -12.80	 2.6109
 61621	189.42594393	-27.13865865	   80.17	  -94.28	 5.4916
 61622	189.42636615	-48.54128815	 -186.26	   -6.01	 3.8752
 61637	189.51847177	+03.28247139	  -29.88	  -11.15	 6.3431
 61658	189.59355030	+01.85470482	  -80.38	  -16.92	 5.7286
 61688	189.68619456	-18.25016474	 -119.19	   25.46	 6.0751
 61692	189.69290025	+40.87469553	  -24.81	  -14.42	 6.4130
 61703	189.71819218	-67.19304670	   -4.54	   -1.09	 6.2689
 61720	189.76451945	-30.42234963	  -38.95	  -13.72	 6.0221
 61724	189.78065656	+21.06258099	  -78.20	   -8.81	 5.6508
 61740	189.81171862	-07.99550446	  -77.13	  -24.73	 4.8251
 61748	189.82019553	+35.95196539	   17.97	   -2.66	 6.4287
 61789	189.96900592	-39.98724157	  -43.38	  -25.25	 4.6037
 61796	189.98292590	-66.51112229	  -34.38	   -6.22	 6.2496
 61910	190.31676262	-13.01392067	 -120.63	    9.26	 5.2020
 61916	190.34602054	-46.14572713	  -71.33	   58.77	 5.9643
 61932	190.38002117	-48.95988559	 -185.72	    5.79	 2.1460
 61936	190.39145679	+62.71308189	  -31.09	  -17.50	 6.0413
 61937	190.39356317	+10.42626838	 -106.46	    0.56	 6.2817
 61941	190.41667567	-01.44952191	 -614.76	   61.34	 2.8213
 61951	190.45627106	-19.75913354	 -180.11	   16.61	 6.1131
 61960	190.47086489	+10.23584284	   82.67	  -89.08	 4.9058
 61966	190.48582002	-59.68581082	  -24.66	   -3.66	 4.9034
 61968	190.48816526	+06.80664417	  -72.16	  -10.99	 5.5779
 61981	190.52097551	-69.40755065	   -4.85	   -1.96	 6.4558
 62012	190.64817140	-48.81303495	 -123.84	  -30.17	 4.8254
 62026	190.70748246	-55.94696099	  -35.04	  -16.55	 6.0640
 62027	190.70951172	-63.05861584	  -12.88	   -3.82	 5.3375
 62058	190.78838433	-56.17619638	  -31.75	  -11.87	 5.9724
 62103	190.90842526	-01.57681442	   48.00	  -74.57	 6.0710
 62128	190.99443214	-36.34913473	    6.79	   -6.85	 6.3746
 62131	191.00229317	-28.32386120	  -29.90	  -38.74	 5.6142
 62170	191.10791874	+80.62112785	   32.48	  -43.42	 6.3852
 62172	191.11302002	+44.10299659	  -31.43	    4.04	 6.4430
 62207	191.24865107	+39.27857769	 -359.87	  140.16	 6.0723
 62212	191.25860879	-68.83074788	   -7.32	   -1.95	 6.3000
 62223	191.28262008	+45.44022474	   -1.40	   13.24	 5.3059
 62267	191.40467510	+07.67331492	 -107.95	    4.10	 5.2975
 62268	191.40798476	-60.98116057	  112.93	  -64.62	 4.8538
 62322	191.57029068	-68.10809406	  -41.97	   -8.89	 2.9789
 62325	191.59324825	+09.54078950	  279.34	 -453.41	 5.8138
 62327	191.59478956	-56.48877965	  -33.03	  -14.84	 4.5756
 62356	191.66147178	+16.57764918	   14.15	   16.58	 5.2699
 62360	191.69258619	-33.31541394	   11.41	  -28.34	 6.0211
 62376	191.75953698	+05.95050833	   30.93	  -56.25	 6.3118
 62394	191.80673108	+11.95813242	   44.45	  -18.24	 6.1526
 62402	191.82885603	+62.78113891	   19.92	    5.85	 5.9494
 62421	191.88925115	-06.30164891	    6.15	  -42.33	 6.3842
 62423	191.89308887	+66.79031568	    1.62	   -4.39	 5.5515
 62434	191.93049350	-59.68873267	  -42.97	  -16.18	 1.1537
 62443	191.96423926	+03.57272117	   -8.37	   -3.28	 6.4869
 62448	191.97363548	-24.85174726	  -43.81	   37.35	 6.4142
 62478	192.05985115	+13.55310074	  -48.41	  -33.23	 6.4880
 62500	192.10982773	-27.59723023	 -153.55	  -62.77	 5.8138
 62512	192.16390079	+60.31989710	  109.74	  -23.64	 5.9399
 62516	192.17441420	+48.46681228	  -64.31	   11.13	 6.3151
 62523	192.19693116	+24.84048377	 -334.58	 -105.52	 6.4279
 62541	192.22581726	+14.12263314	   27.76	  -18.82	 5.7177
 62561	192.27832165	+83.41779142	  -31.66	    7.26	 5.8827
 62572	192.30749795	+83.41285882	  -41.33	   14.63	 5.3944
 62576	192.32296823	+27.55232616	  -91.60	   22.56	 5.7831
 62608	192.43729007	-71.98624525	    9.74	   -5.95	 5.7159
 62641	192.54502343	+37.51688440	  -88.85	   21.58	 5.9303
 62655	192.58136459	-48.45955981	  -47.94	    6.71	 6.2762
 62683	192.67161227	-33.99926793	  -30.21	  -14.11	 4.8977
 62703	192.74126486	-52.78739504	  -25.34	  -12.11	 5.7522
 62732	192.82492362	-60.32978615	   -4.50	   -0.97	 5.8116
