#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-05-28T14:15:53 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-05-28T14:15:53	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=I/239/hip_main&-out=HIP,B-V&-out.max=15000&Vmag=&lt;6.5&-out.form=tsv	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#INFO	ivoid=ivo://cds.vizier/i/239	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/i/239	    IVOID of underlying data collection
#INFO	creator=ESA 1997	    First author or institution
#INFO	cites=1997HIP...C......0E	    Article or Data origin sources
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/I/239	    Dataset landing page
#INFO	publication_date=2021-11-18	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_1991.250:	ICRS
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue
#Column	HIP	(I6)	Identifier (HIP number) (H1)	[ucd=meta.id;meta.main]
#Column	B-V	(F6.3)	? Johnson B-V colour (H37)	[ucd=phot.color;em.opt.B;em.opt.V]
HIP	B-V
 37223	-0.148
 37229	-0.159
 37248	-0.118
 37265	 0.413
 37269	 0.028
 37279	 0.432
 37289	 1.470
 37297	-0.189
 37300	 1.616
 37322	-0.125
 37329	-0.071
 37339	 0.374
 37345	-0.040
 37364	 1.158
 37369	 1.654
 37375	 1.245
 37379	 1.543
 37391	 1.604
 37394	 0.153
 37404	 1.393
 37406	 1.440
 37428	 1.561
 37441	 1.011
 37447	 1.022
 37450	-0.130
 37461	-0.003
 37465	 1.644
 37478	-0.032
 37504	 1.033
 37508	 1.669
 37521	 1.642
 37530	-0.094
 37580	 0.469
 37590	 0.990
 37599	 1.049
 37606	 0.765
 37609	 0.104
 37614	 1.047
 37623	-0.130
 37629	 1.118
 37636	 0.930
 37648	 1.632
 37664	 1.104
 37666	-0.119
 37677	 0.160
 37701	-0.001
 37704	 1.535
 37705	 0.211
 37710	 0.320
 37720	-0.032
 37723	 1.392
 37740	 0.932
 37751	-0.191
 37752	-0.115
 37773	 0.949
 37819	 1.706
 37823	-0.069
 37826	 0.991
 37843	 0.110
 37853	 0.589
 37854	 0.397
 37891	 0.342
 37901	 1.378
 37908	 1.425
 37915	-0.111
 37921	 0.018
 37939	 1.348
 37946	 1.588
 37949	 1.183
 37951	-0.004
 37982	-0.142
 37995	-0.180
 37996	 1.083
 38010	-0.112
 38016	 1.635
 38020	-0.151
 38031	 1.791
 38037	 1.697
 38048	 0.478
 38070	-0.070
 38074	 1.591
 38087	 1.010
 38089	 1.039
 38106	 0.571
 38146	 0.751
 38147	 1.367
 38152	 1.116
 38159	-0.142
 38160	 0.428
 38164	-0.160
 38167	-0.051
 38170	 1.218
 38183	 0.962
 38184	-0.078
 38196	 0.984
 38200	 1.617
 38206	 1.660
 38209	 1.234
 38210	-0.040
 38211	 1.282
 38246	 1.265
 38253	 1.446
 38267	 1.088
 38292	 0.899
 38300	 1.106
 38303	 0.944
 38306	 1.237
 38307	 1.128
 38316	-0.003
 38319	 0.150
 38325	 0.496
 38349	 1.510
 38355	-0.173
 38370	-0.181
 38372	 0.384
 38373	-0.116
 38375	 0.956
 38382	 0.600
 38394	 1.125
 38406	 1.464
 38414	 1.012
 38423	 0.470
 38427	 0.368
 38438	-0.151
 38449	-0.003
 38455	-0.188
 38474	 0.412
 38497	 1.161
 38500	-0.228
 38518	-0.130
 38538	 0.098
 38593	-0.175
 38623	 1.133
 38635	 1.540
 38639	 1.462
 38656	 1.298
 38667	-0.007
 38686	 1.474
 38712	 0.369
 38722	-0.035
 38723	 0.277
 38732	-0.111
 38783	 1.554
 38792	 1.476
 38794	 0.957
 38827	-0.177
 38835	 0.718
 38846	-0.166
 38845	 1.361
 38848	 1.285
 38863	-0.103
 38868	 1.000
 38870	 0.507
 38872	-0.166
 38879	-0.099
 38901	 0.151
 38908	 0.573
 38917	 1.263
 38925	 0.979
 38945	-0.031
 38957	-0.180
 38959	 1.043
 38962	 0.933
 38963	 0.260
 38975	 1.468
 38994	-0.082
 39014	-0.143
 39023	 1.111
 39035	-0.151
 39038	-0.089
 39041	 0.128
 39061	 0.400
 39067	 1.325
 39070	 1.758
 39073	-0.050
 39079	 1.205
 39095	 0.087
 39117	 1.424
 39122	 0.042
 39138	-0.173
 39153	-0.085
 39172	-0.087
 39177	 1.317
 39180	 1.109
 39184	-0.134
 39191	 1.021
 39194	 1.160
 39198	 0.838
 39211	 1.475
 39213	 0.013
 39221	 0.421
 39225	-0.044
 39236	-0.024
 39238	-0.146
 39251	 0.147
 39261	 0.158
 39263	 0.023
 39271	 0.570
 39279	 1.564
 39299	 1.599
 39311	 1.252
 39326	 0.615
 39340	 0.580
 39348	 0.649
 39360	-0.152
 39380	 1.225
 39420	 1.008
 39424	 1.130
 39429	-0.269
 39487	 1.882
 39514	 1.461
 39524	-0.154
 39527	 1.213
 39530	-0.093
 39535	-0.042
 39538	-0.040
 39566	 1.347
 39567	 0.018
 39584	-0.138
 39607	 0.010
 39617	 1.098
 39625	 1.058
 39659	 1.652
 39675	-0.006
 39690	 1.488
 39691	-0.172
 39722	-0.020
 39734	 0.100
 39757	 0.458
 39780	 0.642
 39794	-0.113
 39843	-0.058
 39847	 0.048
 39863	 0.970
 39866	-0.054
 39874	 0.480
 39876	 0.141
 39898	 0.011
 39903	 0.437
 39906	-0.160
 39919	-0.101
 39920	 0.892
 39938	 1.263
 39943	-0.153
 39953	-0.145
 39957	 0.204
 39958	 0.804
 39961	-0.173
 39970	-0.199
 39974	-0.036
 39995	 1.365
 40007	 1.420
 40016	-0.140
 40023	 0.825
 40035	 0.488
 40058	 0.010
 40063	-0.045
 40077	-0.146
 40084	 0.939
 40085	-0.104
 40086	 0.940
 40091	 1.590
 40096	 0.164
 40107	 0.892
 40155	 0.626
 40160	 1.704
 40167	 0.531
 40183	-0.113
 40215	 1.037
 40220	 0.108
 40231	 0.890
 40240	-0.073
 40259	 1.066
 40263	 0.918
 40274	-0.110
 40282	 1.651
 40285	-0.139
 40291	 1.141
 40299	-0.159
 40305	 1.016
 40321	-0.184
 40324	-0.185
 40326	 1.170
 40341	-0.159
 40342	 0.331
 40344	 1.024
 40354	 1.034
 40357	-0.176
 40397	-0.149
 40429	 0.086
 40433	 1.520
 40474	 0.210
 40476	 0.777
 40485	 1.549
 40526	 1.481
 40559	 0.052
 40604	 0.057
 40617	 0.980
 40639	 1.446
 40646	 0.182
 40655	 0.397
 40656	 1.040
 40675	 1.018
 40677	 1.558
 40678	 1.246
 40680	 1.129
 40693	 0.754
 40702	 0.413
 40706	 0.222
 40749	-0.131
 40766	 0.329
 40772	 0.891
 40787	-0.079
 40793	 0.902
 40817	-0.063
 40818	 0.964
 40834	-0.099
 40843	 0.487
 40858	 0.607
 40859	 1.329
 40866	 1.137
 40875	 0.421
 40876	 1.039
 40881	-0.039
 40888	 1.161
 40889	 1.537
 40926	 0.930
 40932	-0.092
 40943	-0.187
 40944	 0.771
 40945	 1.419
 40947	 0.172
 40990	 1.050
 41003	 0.014
 41011	 1.022
 41036	 0.227
 41037	 1.196
 41039	-0.146
 41060	 0.969
 41067	 0.997
 41074	 0.379
 41075	 1.550
 41080	 1.635
 41081	 0.018
 41107	 1.613
 41117	 0.175
 41152	 0.125
 41163	 1.507
 41191	 1.018
 41208	 0.035
 41211	 0.478
 41214	 0.460
 41224	 1.591
 41242	 0.066
 41250	-0.159
 41260	 1.476
 41262	 1.261
 41282	 0.402
 41296	-0.164
 41299	 1.528
 41306	 1.234
 41307	-0.012
 41312	 1.132
 41319	 0.448
 41321	 0.971
 41323	-0.142
 41325	 0.934
 41328	 0.167
 41361	-0.009
 41373	 0.062
 41375	 0.218
 41377	 1.421
 41395	 1.167
 41400	 1.608
 41404	 0.187
 41426	 0.419
 41449	 0.897
 41451	-0.024
 41483	 0.256
 41484	 0.624
 41515	-0.151
 41547	 1.197
 41564	 0.332
 41574	 0.246
 41578	 0.201
 41597	 0.427
 41616	-0.140
 41621	-0.160
 41639	-0.168
 41644	-0.108
 41653	 0.799
 41674	-0.127
 41676	 0.972
 41704	 0.856
 41723	 1.509
 41737	-0.007
 41781	-0.147
 41798	-0.039
 41806	-0.133
 41813	 1.298
 41816	 0.327
 41817	-0.061
 41822	 1.567
 41861	 0.582
 41893	 0.275
 41894	 1.008
 41904	-0.007
 41905	 1.293
 41907	 0.946
 41909	 1.252
 41926	 0.780
 41927	 1.360
 41935	 1.106
 41939	 0.951
 41940	 1.032
 41941	-0.119
 41949	 0.270
 41970	-0.153
 41975	 0.402
 41986	 1.560
 42001	-0.114
 42008	 1.066
 42010	 1.179
 42028	 0.007
 42049	 0.332
 42070	 1.562
 42071	 1.429
 42075	 0.752
 42080	 0.207
 42088	 1.304
 42090	 0.051
 42123	 0.578
 42129	-0.133
 42134	 0.981
 42142	 1.023
 42146	-0.004
 42147	 0.393
 42172	 0.530
 42177	-0.132
 42187	 0.338
 42249	 0.308
 42265	 0.083
 42286	 1.013
 42299	 1.054
 42312	 0.109
 42313	 0.003
 42334	-0.030
 42365	 1.111
 42372	 0.964
 42394	 1.592
 42400	-0.100
 42402	 1.216
 42415	 1.319
 42425	 0.013
 42430	 0.720
 42434	 0.035
 42438	 0.618
 42440	-0.002
 42452	 1.167
 42455	 0.426
 42459	-0.132
 42462	 1.080
 42483	 0.900
 42484	 1.017
 42504	-0.147
 42509	 1.415
 42515	 0.936
 42516	 0.980
 42527	 1.179
 42535	-0.125
 42536	-0.168
 42538	 0.401
 42540	-0.027
 42549	 1.020
 42556	 0.170
 42564	 1.664
 42568	-0.117
 42570	 0.670
 42579	 0.208
 42604	 0.993
 42614	-0.186
 42624	 0.137
 42637	-0.101
 42662	 1.063
 42679	 0.171
 42701	 0.160
 42712	-0.172
 42715	-0.127
 42717	 1.178
 42726	-0.173
 42775	 0.019
 42777	 0.981
 42794	 0.229
 42795	 0.435
 42799	-0.192
 42806	 0.010
 42828	-0.180
 42834	-0.197
 42835	 0.840
 42850	 1.501
 42854	-0.040
 42884	 0.874
 42895	 0.217
 42911	 1.083
 42913	 0.043
 42917	-0.069
 42923	-0.139
 42928	 0.195
 42931	 0.200
 42936	-0.083
 42951	 0.521
 42954	 0.935
 42981	 1.228
 43002	 0.084
 43012	 1.595
 43023	 0.015
 43026	 1.097
 43035	 1.608
 43067	 0.900
 43073	-0.050
 43082	 0.238
 43103	 1.007
 43105	-0.169
 43109	 0.685
 43114	-0.127
 43121	 0.120
 43142	 0.058
 43148	 0.554
 43152	 0.679
 43177	 0.578
 43195	-0.097
 43204	 1.282
 43209	-0.178
 43215	 1.364
 43234	-0.044
 43246	 1.142
 43266	-0.106
 43305	-0.080
 43325	 0.066
 43338	 0.256
 43347	 0.043
 43351	 0.185
 43352	 0.876
 43354	 0.249
 43370	 0.948
 43392	-0.114
 43394	-0.055
 43409	 1.272
 43410	 0.549
 43413	-0.205
 43414	 0.423
 43427	 0.009
 43454	 0.669
 43496	 0.150
 43499	-0.102
 43520	-0.150
 43528	-0.106
 43531	 0.971
 43550	 1.251
 43553	 1.233
 43570	 0.122
 43573	 1.451
 43575	 1.552
 43580	 1.142
 43584	 0.224
 43587	 0.869
 43589	-0.148
 43590	 0.549
 43593	 0.003
 43603	 1.508
 43620	-0.023
 43623	 1.082
 43624	 0.414
 43644	 0.305
 43669	-0.088
 43671	 0.275
 43673	 0.960
 43685	 0.059
 43721	 1.050
 43726	 0.661
 43763	-0.086
 43783	-0.104
 43797	 0.481
 43798	 1.327
 43807	-0.152
 43811	 2.975
 43813	 0.978
 43822	 0.220
 43825	 0.142
 43834	 1.000
 43850	 1.393
 43851	 1.462
 43853	 0.157
 43878	-0.115
 43894	 0.378
 43899	 1.544
 43902	 1.001
 43903	 0.877
 43908	 0.306
 43923	 1.125
 43932	 0.181
 43937	-0.182
 43957	 1.001
 43970	 0.149
 44001	 0.209
 44010	 0.984
 44024	 1.060
 44031	 0.474
 44066	 0.141
 44075	 0.521
 44093	 0.268
 44126	 1.511
 44127	 0.223
 44130	 0.997
 44143	 0.417
 44148	 1.462
 44154	 0.913
 44162	 0.461
 44191	 0.646
 44213	-0.154
 44231	 1.572
 44248	 0.463
 44256	 1.211
 44283	 1.634
 44290	 1.137
 44299	-0.135
 44307	 0.088
 44315	 1.111
 44331	 0.314
 44337	-0.120
 44342	 0.243
 44356	 1.163
 44367	 1.000
 44382	 0.145
 44390	 1.542
 44405	-0.041
 44406	 1.100
 44423	-0.074
 44471	 0.007
 44504	 0.034
 44509	-0.155
 44511	 1.174
 44565	 0.288
 44574	 0.241
 44599	 0.607
 44613	 0.475
 44626	-0.149
 44659	 1.189
 44665	 1.361
 44700	 1.037
 44708	-0.132
 44717	 0.045
 44738	 1.648
 44768	 0.453
 44798	-0.092
 44816	 1.665
 44818	 0.888
 44824	 1.594
 44825	 0.375
 44857	 1.514
 44883	-0.057
 44887	 0.170
 44888	 1.100
 44892	 0.654
 44897	 0.585
 44901	 0.288
 44923	 0.000
 44936	 0.937
 44946	 0.970
 44961	 1.002
 44979	 0.170
 44984	 0.355
 45001	 0.179
 45002	 1.023
 45033	 0.890
 45038	 0.489
 45058	 1.373
 45075	 0.381
 45080	-0.190
 45085	 0.222
 45097	 0.385
 45101	-0.180
 45122	-0.218
 45127	-0.108
 45150	 0.328
 45158	 0.977
 45166	 1.090
 45167	-0.010
 45170	 0.731
 45184	 0.232
 45189	-0.107
 45214	-0.044
 45219	 0.846
 45238	 0.070
 45242	 1.250
 45249	 1.600
 45259	 0.018
 45270	-0.051
 45272	 0.046
 45290	-0.130
 45305	 0.958
 45314	-0.113
 45328	 0.980
 45333	 0.605
 45336	-0.060
 45344	-0.137
 45386	 0.827
 45410	 1.319
 45412	 0.839
 45413	-0.070
 45418	-0.101
 45421	 0.339
 45424	 0.013
 45437	 1.037
 45439	 1.084
 45448	 0.473
 45455	 1.568
 45461	 0.179
 45481	 0.269
 45493	 0.199
 45496	 1.602
 45505	 1.636
 45526	-0.081
 45527	 1.172
 45543	 1.172
 45544	 1.166
 45556	 0.189
 45559	 1.049
 45571	 0.415
 45581	 0.021
 45585	-0.024
 45590	 0.063
 45603	 1.403
 45614	 0.095
 45615	 1.254
 45631	-0.062
 45661	 0.177
 45675	 0.474
 45688	 0.066
 45742	-0.099
 45743	 1.285
 45751	 0.927
 45754	-0.087
 45764	 1.050
 45811	 0.913
 45814	 1.396
 45836	 0.436
 45854	 0.468
 45856	 0.926
 45858	 0.380
 45860	 1.550
 45888	 1.305
 45896	 1.097
 45902	 1.633
 45915	 1.511
 45920	 0.190
 45924	 1.637
 45941	-0.141
 45962	 0.903
 46026	 0.892
 46045	-0.144
 46049	 1.477
 46058	 0.856
 46067	-0.093
 46075	 0.193
 46093	 0.528
 46101	 1.060
 46107	 0.454
 46114	 0.193
 46143	 1.275
 46146	 1.222
 46168	 0.774
 46194	 1.526
 46221	 1.523
 46225	 0.137
 46232	 0.968
 46247	 1.465
 46283	-0.102
 46288	 1.313
 46297	 0.251
 46328	 0.147
 46329	-0.089
 46358	 1.079
 46371	 1.154
 46390	 1.440
 46404	 0.642
 46407	 0.413
 46410	 0.115
 46454	 0.605
 46457	 1.045
 46460	 0.012
 46471	 0.993
 46482	 1.102
 46504	 0.274
 46509	 0.411
 46511	 1.587
 46515	 1.408
 46517	 0.216
 46529	 0.222
 46543	 0.838
 46569	 1.559
 46578	 1.345
 46594	-0.078
 46618	 1.193
 46620	 1.676
 46651	 0.371
 46652	 1.032
 46657	 0.066
 46701	 1.538
 46733	 0.360
 46734	 0.258
 46735	 1.543
 46736	 1.287
 46737	 1.348
 46741	 1.556
 46744	 0.261
 46750	 1.541
 46768	 1.183
 46771	 1.046
 46774	 1.364
 46776	 0.109
 46810	 0.358
 46811	 0.897
 46813	 0.135
 46840	 0.614
 46853	 0.475
 46859	 1.501
 46869	 0.974
 46874	 0.337
 46879	 1.141
 46880	 1.023
 46893	 1.170
 46897	 0.023
 46904	 1.264
 46914	-0.114
 46928	-0.139
 46938	 1.453
 46950	-0.180
 46952	 0.914
 46974	-0.013
 46977	 0.781
 46982	 1.159
 47006	 0.027
 47013	 0.530
 47029	 0.992
 47039	 0.417
 47070	 0.069
 47080	 0.770
 47096	 0.027
 47119	-0.083
 47145	 0.277
 47168	 1.594
 47172	 1.051
 47175	 0.173
 47187	 1.116
 47189	 1.223
 47193	 1.488
 47199	 1.023
 47204	 0.137
 47205	 1.051
 47224	 1.118
 47231	 0.921
 47242	 0.986
 47249	-0.040
 47260	 0.352
 47267	 0.985
 47300	 0.223
 47310	 1.310
 47391	-0.070
 47401	 1.528
 47422	-0.084
 47427	-0.029
 47431	 1.313
 47452	-0.149
 47454	 0.083
 47479	 0.195
 47498	 1.083
 47508	 0.516
 47522	-0.117
 47544	 1.579
 47550	 1.251
 47559	-0.119
 47570	 0.951
 47591	 0.075
 47592	 0.534
 47594	 1.131
 47627	-0.053
 47631	 0.386
 47633	 0.010
 47654	 1.029
 47694	-0.098
 47701	 0.111
 47717	-0.042
 47723	 1.610
 47758	 0.516
 47779	 1.158
 47791	 0.419
 47854	 1.010
 47868	-0.137
 47884	 1.353
 47893	-0.108
 47908	 0.808
 47913	 0.461
 47943	 1.639
 47956	 0.901
 47959	 1.489
 47960	 0.342
 47963	-0.176
 47965	 1.594
 48002	 0.273
 48017	 0.303
 48023	 1.093
 48029	 0.255
 48113	 0.619
 48119	 0.937
 48191	 1.245
 48218	 0.257
 48219	 1.008
 48224	-0.098
 48266	 0.290
 48273	 0.479
 48287	 1.085
 48310	 1.316
 48319	 0.291
 48320	 0.074
 48324	 1.624
 48339	 1.354
 48341	 0.171
 48348	 1.166
 48351	 0.577
 48356	 0.918
 48374	 1.172
 48375	 1.610
 48390	 0.229
 48396	 1.035
 48402	 0.038
 48413	 0.934
 48414	-0.040
 48437	 0.038
 48455	 1.222
 48468	 0.622
 48519	 1.662
 48527	-0.152
 48559	 1.199
 48561	-0.114
 48584	 0.052
 48613	 0.006
 48615	 1.559
 48638	 1.036
 48682	 0.086
 48706	 1.612
 48715	-0.056
 48730	-0.162
 48734	 1.129
 48748	 1.202
 48763	 0.219
 48774	-0.067
 48776	 0.173
 48782	-0.100
 48799	-0.115
 48802	 0.895
 48833	 0.481
 48835	-0.127
 48839	 0.700
 48861	 1.096
 48876	 1.357
 48883	-0.035
 48893	 1.155
 48895	 0.362
 48926	 0.300
 48943	-0.101
 48982	 1.059
 49005	 1.487
 49029	 1.589
 49065	 0.035
 49081	 0.676
 49092	-0.013
 49137	-0.137
 49160	 1.108
 49164	 0.263
 49220	-0.178
 49223	 1.688
 49233	 0.175
 49259	 0.041
 49281	-0.032
 49293	 1.671
 49321	-0.060
 49329	 0.398
 49339	 0.303
 49343	 1.311
 49363	 0.507
 49394	-0.054
 49402	-0.087
 49408	 0.135
 49418	 1.112
 49445	 0.387
 49485	 0.880
 49530	 0.939
 49569	 1.490
 49583	-0.031
 49593	 0.190
 49619	-0.150
 49637	 1.448
 49641	-0.032
 49642	-0.095
 49645	 0.980
 49658	 0.469
 49669	-0.087
 49688	 1.549
 49689	-0.007
 49698	 0.973
 49712	-0.120
 49764	 0.015
 49769	 0.615
 49802	 0.184
 49809	 0.368
 49812	 0.026
 49841	 1.007
 49844	 1.239
 49865	 1.304
 49870	 1.277
 49893	 1.282
 49900	 0.026
 49926	 1.647
 49929	 0.468
 49934	-0.118
 49967	 0.019
 49994	 1.168
 50013	 0.494
 50027	 1.178
 50044	-0.072
 50066	 0.316
 50067	-0.111
 50069	 1.450
 50070	 0.257
 50075	 0.592
 50078	 0.136
 50083	 0.217
 50099	-0.074
 50103	 1.204
 50109	 0.844
 50122	 0.940
 50142	 1.639
 50174	 0.573
 50191	 0.051
 50218	 0.858
 50222	 1.621
 50232	-0.155
 50234	 1.058
 50241	 1.520
 50287	 0.194
 50292	 1.096
 50303	 0.020
 50316	 0.635
 50319	 0.655
 50332	 1.435
 50333	 1.650
 50335	 0.307
 50336	 1.206
 50371	 1.541
 50372	 0.029
 50384	 0.500
 50391	 0.329
 50414	 0.336
 50448	 0.163
 50456	 0.277
 50480	-0.063
 50485	 0.925
 50492	 1.282
 50493	 0.481
 50509	 1.190
 50516	 1.388
 50520	 0.042
 50536	 0.258
 50546	 1.022
 50552	 0.894
 50555	 1.600
 50562	 1.556
 50564	 0.452
 50583	 1.128
 50584	 0.338
 50606	 0.580
 50609	 1.667
 50635	 1.128
 50676	-0.102
 50685	 0.241
 50728	 0.193
 50755	 0.018
 50785	 0.884
 50786	 0.531
 50790	 0.035
 50799	 1.095
 50801	 1.603
 50847	-0.128
 50851	 1.119
 50860	 0.147
 50868	 0.304
 50885	-0.048
 50887	 0.918
 50888	 0.251
 50893	 1.601
 50903	 0.884
 50904	 1.090
 50916	 1.517
 50933	-0.052
 50935	 1.186
 50939	 0.991
 50954	 0.369
 50976	 0.071
 50993	 0.315
 51008	 1.630
 51014	 1.006
 51046	 1.528
 51047	 1.089
 51056	 0.260
 51069	 1.456
 51077	 1.129
 51117	 1.443
 51140	 1.556
 51161	 1.141
 51172	 1.429
 51192	 0.474
 51194	 0.091
 51200	 0.166
 51213	-0.043
 51232	 0.317
 51233	 0.908
 51245	 1.506
 51248	 0.610
 51265	-0.039
 51290	 1.330
 51302	 0.059
 51313	 1.856
 51327	 1.675
 51362	-0.050
 51364	 1.420
 51376	-0.041
 51384	 0.244
 51401	 1.141
 51420	 0.087
 51425	-0.004
 51437	-0.138
 51438	 0.042
 51448	 0.178
 51459	 0.541
 51461	 1.650
 51490	 1.377
 51491	-0.028
 51495	 1.677
 51502	 0.399
 51523	 0.500
 51551	 0.501
 51556	 0.114
 51560	-0.096
 51561	-0.194
 51576	-0.089
 51585	 1.696
 51610	 0.920
 51623	 0.290
 51624	-0.148
 51635	 1.045
 51658	 0.222
 51676	 0.325
 51685	 0.029
 51718	 1.596
 51732	 1.399
 51775	 0.921
 51795	 0.496
 51802	 0.059
 51808	 0.957
 51814	 0.349
 51816	 0.940
 51821	 3.015
 51835	 1.205
 51839	 1.580
 51849	 1.604
 51852	 0.199
 51883	 0.963
 51885	 0.475
 51905	 1.638
 51912	 1.172
 51914	 0.436
 51933	 0.528
 51979	 1.626
 51984	-0.150
 51986	 0.300
 52004	 0.500
 52009	 2.800
 52032	 1.364
 52043	-0.128
 52085	 0.922
 52098	 0.823
 52102	 1.562
 52112	 0.661
 52113	-0.007
 52127	 1.692
 52136	 1.270
 52139	 0.595
 52150	 1.683
 52154	 1.025
 52160	-0.072
 52221	-0.158
 52273	 0.917
 52308	 0.088
 52316	 0.880
 52338	 1.315
 52340	-0.071
 52353	 1.207
 52366	 1.617
 52370	-0.139
 52391	 1.540
 52405	 0.213
 52407	 0.006
 52419	-0.220
 52422	 0.160
 52425	 1.406
 52452	 1.168
 52457	 0.042
 52468	 1.700
 52469	 0.324
 52478	-0.038
 52487	 0.012
 52488	-0.017
 52502	-0.134
 52513	 0.196
 52520	 0.208
 52526	-0.310
 52535	 0.510
 52537	 0.227
 52577	 2.382
 52584	 1.212
 52595	 0.957
 52633	-0.188
 52638	-0.050
 52660	 1.121
 52678	-0.096
 52679	 0.038
 52685	 1.568
 52686	 1.134
 52689	 0.908
 52701	-0.077
 52709	 0.202
 52727	 0.901
 52730	 0.180
 52736	-0.149
 52737	 0.112
 52742	-0.080
 52785	-0.085
 52797	 1.673
 52806	-0.121
 52815	 0.008
 52827	 0.274
 52841	 0.028
 52863	 1.608
 52877	-0.022
 52882	 1.144
 52911	 0.035
 52922	 0.008
 52929	 1.287
 52943	 1.232
 52948	 1.074
 52959	 0.399
 52965	 0.038
 52980	 0.156
 53035	 1.475
 53043	 1.132
 53064	 1.160
 53100	 0.226
 53141	 0.087
 53151	 1.460
 53154	 0.130
 53157	 1.114
 53167	 1.503
 53229	 1.040
 53231	-0.104
 53240	 0.913
 53252	 0.480
 53253	 0.945
 53257	 1.010
 53259	 1.176
 53260	 1.392
 53261	 1.355
 53272	-0.020
 53273	 0.966
 53295	-0.039
 53316	 0.832
 53334	 1.736
 53355	 0.291
 53377	 1.032
 53379	-0.061
 53387	 1.098
 53394	 1.065
 53411	 0.068
 53417	 0.016
 53423	 0.425
 53426	 1.101
 53449	 1.256
 53465	 1.123
 53472	 1.549
 53492	 1.036
 53502	 1.006
 53530	 0.173
 53546	 1.531
 53556	 0.000
 53589	 0.840
 53699	 0.374
 53701	-0.064
 53702	 0.100
 53706	 1.352
 53721	 0.624
 53723	 1.600
 53726	 1.595
 53740	 1.079
 53761	 0.966
 53762	-0.064
 53771	 0.188
 53773	 0.116
 53778	 1.501
 53781	 1.466
 53791	 0.584
 53798	 1.007
 53807	 1.144
 53811	 1.280
 53818	 0.527
 53824	 0.166
 53838	 0.255
 53849	 1.172
 53860	 0.169
 53907	 1.593
 53910	 0.033
 53940	 1.474
 53954	 0.053
 53963	 0.307
 54027	 0.269
 54029	 0.938
 54030	 1.616
 54038	 1.280
 54048	 0.860
 54049	 1.218
 54061	 1.061
 54082	-0.167
 54136	 0.165
 54137	 0.256
 54173	 0.021
 54182	 0.332
 54185	-0.019
 54204	 0.369
 54214	 0.301
 54255	-0.067
 54264	 0.943
 54289	 0.114
 54291	 1.156
 54294	 1.210
 54301	 0.988
 54319	 1.555
 54327	-0.070
 54336	 0.955
 54360	 0.029
 54380	 1.486
 54388	 0.164
 54430	 0.029
 54461	 0.195
 54463	 1.225
 54477	 0.069
 54487	 0.081
 54522	 1.400
 54537	 1.564
 54539	 1.144
 54540	 0.225
 54561	 0.027
 54673	 1.373
 54682	 0.025
 54688	 0.209
 54703	 0.924
 54708	 1.495
 54718	 0.155
 54721	 0.127
 54725	 1.683
 54742	-0.004
 54745	 0.600
 54746	 0.175
 54749	 1.381
 54751	 0.541
 54767	-0.082
 54783	 1.055
 54811	 1.661
 54829	-0.106
 54840	 1.309
 54842	 1.150
 54849	-0.020
 54863	 1.128
 54872	 0.128
 54879	-0.003
 54929	 1.606
 54951	 1.657
 55003	 0.098
 55016	 1.189
 55068	 0.403
 55084	 0.210
 55086	 1.102
 55106	 0.211
 55130	 0.105
 55133	 0.015
 55137	 1.511
 55140	 1.753
 55164	 0.408
 55203	 0.606
 55219	 1.400
 55225	 0.266
 55249	 1.040
 55266	 0.113
 55280	 0.471
 55282	 1.112
 55308	-0.016
 55332	 0.004
 55350	 0.019
 55412	 1.018
 55425	-0.157
 55434	-0.058
 55485	 0.161
 55497	 0.202
 55528	 0.926
 55560	 0.998
 55564	 0.085
 55581	-0.004
 55588	 1.464
 55595	 1.464
 55597	-0.061
 55598	 0.439
 55642	 0.423
 55650	 0.938
 55657	 0.017
 55667	-0.175
 55687	 1.556
 55705	 0.216
 55716	 1.376
 55756	 0.979
 55763	 1.503
 55765	 0.390
 55779	 0.495
 55791	 0.345
 55797	 0.988
 55821	 0.454
 55831	-0.077
 55846	 0.778
 55849	 0.517
 55874	 0.490
 55941	 1.037
 55945	 1.000
 55953	 1.614
 55979	 0.101
 56000	-0.028
 56034	 0.019
 56035	 0.382
 56050	 0.320
 56078	 0.067
 56080	 1.371
 56083	 0.157
 56127	 1.529
 56135	 1.265
 56146	 1.056
 56148	 0.524
 56170	 0.879
